vanacloig,vanacloig_inchikey,neighbor,neighbor_inchikey,similarity,exact
levulinic acid,JOOXCMJARBKPKM-UHFFFAOYSA-N,alverine citrate,RYHCACJBKCOBTJ-UHFFFAOYSA-N,0.8043640026922846,False
acetovanillone,DFYRUELUNQRZTB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.7996143628829722,False
1-butyl-3-methylimidazolium chloride,FHDQNOXQSTVAIC-UHFFFAOYSA-M,paraquat,INFDPOAKFNIJBF-UHFFFAOYSA-N,0.7989348456291251,False
crystal violet,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,paraquat,INFDPOAKFNIJBF-UHFFFAOYSA-N,0.7911773462216581,False
acetosyringone,OJOBTAOGJIWAGB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.7907497938191598,False
sodium acetate,VMHLLURERBWHNL-UHFFFAOYSA-M,potassium metabisulfite,RWPGFSMJFRPDDP-UHFFFAOYSA-L,0.7896892296506428,False
myclobutanil,HZJKXKUJVSEEFU-UHFFFAOYSA-N,miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,0.7884628547192803,False
furfural,HYBBIBNJHNGZAN-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.7880815801969867,False
5-(hydroxymethyl)furfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.7863574882375257,False
vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,"benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, methyl ester",QSFREBZMBNRGOK-UHFFFAOYSA-N,0.7727136775639053,False
"2,2'-bipyridine",ROFVEXUMMXZLPA-UHFFFAOYSA-N,thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.7725250906564587,False
syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,0.7688866607706212,False
gamma-valerolactone,GAEKPEKOJKCEMS-UHFFFAOYSA-N,parthenolide,KTEXNACQROZXEV-SLXBATTESA-N,0.7434201353046355,False
isobutanol,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,acetic acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,0.7410746078710937,False
acetamide,DLFVBJFMPXGRIB-UHFFFAOYSA-N,hydroxyurea,VSNHCAURESNICA-UHFFFAOYSA-N,0.7231543191245693,False
"2,4-dimethylimidazole",LLPKQRMDOFYSGZ-UHFFFAOYSA-N,5-fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,0.6444563766734713,False
"2,6-dimethylpyrazine",HJFZAYHYIWGLNL-UHFFFAOYSA-N,"2,4-dimethylphenylacetonitrile",OOWISQLTVOZJJI-UHFFFAOYSA-N,0.6160288210038563,False
4-methylimidazole,XLSZMDLNRCVEIJ-UHFFFAOYSA-N,thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.5889477712150684,False
2-methylimidazole,LXBGSDVWAMZHDD-UHFFFAOYSA-N,thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.5738241730148952,False
