vanacloig,vanacloig_inchikey,neighbor,neighbor_inchikey,similarity,exact
sodium glyoxylate,SOEVVANXSDKPIY-UHFFFAOYSA-M,sodium chloride,FAPWRFPIFSIZLT-UHFFFAOYSA-M,0.7093489549097737,False
sodium acetate,VMHLLURERBWHNL-UHFFFAOYSA-M,copper sulfate,ARUVKPQLZAKDPS-UHFFFAOYSA-L,0.6997708770693639,False
"2,4-dimethylimidazole",LLPKQRMDOFYSGZ-UHFFFAOYSA-N,5-fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,0.6948573344092477,False
gamma-valerolactone,GAEKPEKOJKCEMS-UHFFFAOYSA-N,acetic acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,0.6850753648065483,False
5-(hydroxymethyl)furfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.6841521814918285,False
benzoic acid,WPYMKLBDIGXBTP-UHFFFAOYSA-N,acetic acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,0.6830754876318146,False
syringaldehyde,KCDXJAYRVLXPFO-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.6715013550631421,False
4'-hydroxyacetophenone,TXFPEBPIARQUIG-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.6632492720136283,False
vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.6598782658497144,False
4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.6295402903534872,False
acetovanillone,DFYRUELUNQRZTB-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.5993642488665165,False
azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,myriocin,ZZIKIHCNFWXKDY-GNTQXERDSA-N,0.5957261461144584,False
ferulamide,YYAJJKZSQWOLIP-HWKANZROSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.5809966804177474,False
"2-propenamide, 3-(4-hydroxyphenyl)-, (2e)-",DSMLJOHWFORNLY-ZZXKWVIFSA-N,hydroxyurea,VSNHCAURESNICA-UHFFFAOYSA-N,0.5780499199426415,False
syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.5749881818685194,False
acetosyringone,OJOBTAOGJIWAGB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.546399052479617,False
1-ethyl-3-methylimidazolium chloride,BMQZYMYBQZGEEY-UHFFFAOYSA-M,lithium chloride,KWGKDLIKAYFUFQ-UHFFFAOYSA-M,0.5324882895669646,False
1-butyl-3-methylimidazolium chloride,FHDQNOXQSTVAIC-UHFFFAOYSA-M,lithium chloride,KWGKDLIKAYFUFQ-UHFFFAOYSA-M,0.4926890369133616,False
nonylacridine orange,DRBHTUDHPPBMCD-UHFFFAOYSA-M,"3,6-diamino-10-methylacridinium chloride",KKAJSJJFBSOMGS-UHFFFAOYSA-N,0.4580646892080381,False
crystal violet,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,"3,6-diamino-10-methylacridinium chloride",KKAJSJJFBSOMGS-UHFFFAOYSA-N,0.4147354691332309,False
