orf,gene,chrom,chrom_idx,pos,n_exp,mean_sens,median_sens,std_sens,min_sens,frac_hyper_3,frac_hyper_4,frac_hyper_5,frac_resist_3,frac_resist_4,frac_resist_5,assay,whi2_corr,whi2_overlap,cum_pos
YAL016W,TPD3,I,1.0,125832.5,2956,-0.1073474578082743,-0.00943231356316395,1.5382812676062345,-9.86122644506193,0.040933694181326113,0.014884979702300407,0.008457374830852503,0.031799729364005415,0.018267929634641408,0.008795669824086604,HIP,-0.309868299789969,2956,125832.5
YAL017W,PSK1,I,1.0,122260.0,2956,-0.00023520131859465374,0.00820354085700735,0.9861091159885799,-5.49129041367368,0.011502029769959404,0.0016914749661705007,0.00033829499323410016,0.007442489851150203,0.0010148849797023004,0.00033829499323410016,HIP,-0.07164356588780643,2956,122260.0
YAL018C,LDS1,I,1.0,119052.5,2956,-0.0950682437467289,-0.00907628471215595,0.9519404736170393,-5.42214627002043,0.012178619756427604,0.0033829499323410014,0.0010148849797023004,0.002368064952638701,0.00033829499323410016,0.0,HIP,-0.0004769120191601561,2956,119052.5
YAL019W,FUN30,I,1.0,116616.5,2956,-0.053624245945035495,-0.0015383831418672,1.083994094763506,-8.49379965430447,0.016576454668470908,0.0040595399188092015,0.0013531799729364006,0.011163734776725304,0.003044654939106901,0.0010148849797023004,HIP,0.08376882757664485,2956,116616.5
YAL020C,ATS1,I,1.0,114114.5,2956,-0.05009275077788195,0.0008641125580640999,0.8060080028240618,-4.94556978870197,0.006089309878213802,0.0010148849797023004,0.0,0.0006765899864682003,0.0,0.0,HIP,-0.07976851808576392,2956,114114.5
YAL021C,CCR4,I,1.0,112102.5,2956,-0.9311499429883058,-0.15808321011954451,2.351894157233196,-14.0388175148851,0.14343707713125844,0.09742895805142084,0.06359945872801083,0.018267929634641408,0.0064276048714479025,0.002368064952638701,HIP,0.05665655284339627,2956,112102.5
YAL022C,FUN26,I,1.0,109653.5,2956,0.0072145261420912,0.00434209103851435,0.7261634942105105,-14.9528114183249,0.0010148849797023004,0.0006765899864682003,0.00033829499323410016,0.0010148849797023004,0.00033829499323410016,0.0,HIP,-0.06688409234114492,2956,109653.5
YAL023C,PMT2,I,1.0,107411.5,2956,-0.39828267661925,-0.0077428697667244,2.6743123704644223,-17.6248760867467,0.11907983761840325,0.07611637347767253,0.05311231393775372,0.06190798376184033,0.033152909336941816,0.011502029769959404,HIP,0.040466424143125054,2956,107411.5
YAL024C,LTE1,I,1.0,103718.5,2956,0.015632452142842763,0.00455760020013545,0.601498112129714,-4.12053080315381,0.0006765899864682003,0.00033829499323410016,0.0,0.0,0.0,0.0,HIP,-0.10256697277307793,2956,103718.5
YAL025C,MAK16,I,1.0,100685.0,2956,0.18942808689996155,0.040563580343327396,1.6576075277896272,-8.10379632880105,0.03958051420838971,0.011840324763193504,0.0040595399188092015,0.06224627875507442,0.029769959404600813,0.012178619756427604,HIP,-0.272834096281757,2956,100685.0
YAL026C,DRS2,I,1.0,97663.5,2956,-0.20608852716480106,-0.0175079277889871,1.2973049719582133,-10.4802659290419,0.03822733423545332,0.016576454668470908,0.005412719891745603,0.011163734776725304,0.0013531799729364006,0.0010148849797023004,HIP,0.005433145987223288,2956,97663.5
YAL027W,SAW1,I,1.0,95079.5,2921,-0.05886852381733157,-0.0003025938641915,0.670084111237536,-8.40892005937768,0.0020540910647038686,0.00034234851078397807,0.00034234851078397807,0.0,0.0,0.0,HIP,-0.05075896726950693,2921,95079.5
YAL028W,FRT2,I,1.0,93693.0,2956,-0.2969913586764974,-0.0444779882690627,1.1193545102143798,-7.92520222709295,0.030446549391069014,0.007442489851150203,0.0016914749661705007,0.004736129905277402,0.0,0.0,HIP,0.03976849576399216,2956,93693.0
YAL029C,MYO4,I,1.0,90062.5,2956,0.09591051487053388,0.0114578891629606,0.756697861038172,-3.60566673273824,0.0006765899864682003,0.0,0.0,0.0016914749661705007,0.0,0.0,HIP,-0.045578937519766854,2956,90062.5
YAL030W,SNC1,I,1.0,87336.5,2956,-0.016998908181474186,-0.0010609137648066001,0.5789879521172442,-5.53999612427787,0.0010148849797023004,0.0010148849797023004,0.00033829499323410016,0.0,0.0,0.0,HIP,0.0029173889327732687,2956,87336.5
YAL031C,GIP4,I,1.0,85890.0,2956,-0.1847966950421556,-0.0361953882010207,0.7265417489728966,-3.81750253677173,0.004397834912043302,0.0,0.0,0.0010148849797023004,0.0,0.0,HIP,0.1001967826344338,2956,85890.0
YAL032C,PRP45,I,1.0,83904.5,2956,-0.027916596552535745,-0.00290443668018045,0.7184206387507596,-3.92298944429386,0.003044654939106901,0.0,0.0,0.0006765899864682003,0.0,0.0,HIP,0.13680758357235434,2956,83904.5
YAL033W,POP5,I,1.0,82966.5,2956,-0.03121980103813432,0.00141443907206145,0.8350205171179405,-10.5827071771256,0.006089309878213802,0.002368064952638701,0.0016914749661705007,0.0010148849797023004,0.0,0.0,HIP,-0.08192263000475654,2956,82966.5
YAL034C,FUN19,I,1.0,81330.5,2346,-0.06521000059254074,0.002792211582624,0.9945927809352864,-6.63152694940362,0.011082693947144074,0.0017050298380221654,0.0008525149190110827,0.005541346973572037,0.0012787723785166241,0.0,HIP,-0.07554850339558816,2346,81330.5
YAL034W-A,MTW1,I,1.0,80152.5,2956,-0.09007526588619418,0.0036456349474866,1.245852019163771,-11.8933551547336,0.02875507442489851,0.013193504736129905,0.007442489851150203,0.010825439783491205,0.003044654939106901,0.00033829499323410016,HIP,-0.13831416356121548,2956,80152.5
YAL035W,FUN12,I,1.0,77931.0,2956,-2.1671183938235745,-0.5003797817053925,3.811131551210054,-26.4233105209238,0.28349120433017594,0.22462787550744248,0.17760487144790257,0.014546684709066306,0.006765899864682003,0.0016914749661705007,HIP,0.01424307665224736,2956,77931.0
YAL036C,RBG1,I,1.0,75597.5,2956,0.008684051619863296,0.006293679110443999,0.7109783982222939,-9.13329109051312,0.0016914749661705007,0.0006765899864682003,0.00033829499323410016,0.0016914749661705007,0.00033829499323410016,0.00033829499323410016,HIP,-0.0778372411343233,2956,75597.5
YAL037W,YAL037W,I,1.0,74421.5,2956,-0.16367210365979967,-0.00670630885174535,1.2870522115407783,-15.4304040321748,0.03146143437077131,0.011840324763193504,0.004397834912043302,0.008795669824086604,0.0020297699594046007,0.0013531799729364006,HIP,-0.08249161054388664,2956,74421.5
YAL038W,CDC19,I,1.0,72537.0,2956,-0.03258985230588373,0.008003582635963801,1.0553446522279204,-6.24914088859197,0.018267929634641408,0.0040595399188092015,0.0010148849797023004,0.004397834912043302,0.0,0.0,HIP,-0.21460063943806226,2956,72537.0
YAL039C,CYC3,I,1.0,69120.5,2956,-0.15291543585133857,-0.020036369006997748,0.9194814514926976,-5.23937277832271,0.007442489851150203,0.0016914749661705007,0.00033829499323410016,0.0033829499323410014,0.0,0.0,HIP,-0.007500529586229857,2956,69120.5
YAL040C,CLN3,I,1.0,66649.0,2956,0.10114232525685654,0.01832071243385785,1.1608215957855552,-6.33787570896232,0.011840324763193504,0.0027063599458728013,0.0006765899864682003,0.018944519621109608,0.005412719891745603,0.0013531799729364006,HIP,0.05610974927661264,2956,66649.0
YAL041W,CDC24,I,1.0,64122.0,2956,-0.007394636037201836,-0.0001448362952784,1.1419917327257538,-5.3491777545519,0.01962110960757781,0.004397834912043302,0.00033829499323410016,0.010148849797023005,0.002368064952638701,0.0,HIP,-0.3438153746821227,2956,64122.0
YAL042W,ERV46,I,1.0,61939.5,2956,-0.045966336603956576,0.00626693444395635,1.262541274132724,-5.93009345125667,0.02571041948579161,0.010148849797023005,0.0027063599458728013,0.018267929634641408,0.002368064952638701,0.0010148849797023004,HIP,0.1154026076890864,2956,61939.5
YAL043C,PTA1,I,1.0,59873.5,2956,-0.25428896654262895,-0.04264853559050995,1.5412665575764528,-7.25968304101195,0.06258457374830853,0.023004059539918808,0.007780784844384303,0.02638700947225981,0.008795669824086604,0.0016914749661705007,HIP,-0.18196800556634316,2956,59873.5
YAL044C,GCV3,I,1.0,58206.0,2956,-0.23361807438825985,-0.00779160392712115,2.8818235720312146,-18.2132968282809,0.13802435723951287,0.09201623815967523,0.05649526387009472,0.08660351826792964,0.05649526387009472,0.037550744248985114,HIP,-0.18837181134940098,2956,58206.0
YAL045C,YAL045C,I,1.0,57642.0,2956,-0.5303667503975811,0.02470085542062025,3.639873276487796,-33.6072763687258,0.12821380243572394,0.09878213802435724,0.07171853856562922,0.07543978349120432,0.035182679296346414,0.014884979702300407,HIP,0.10610414580621574,2956,57642.0
YAL046C,BOL3,I,1.0,57207.0,2956,-0.021903802918773006,0.0005846545619695501,0.7556165314889037,-8.55578959259004,0.002368064952638701,0.00033829499323410016,0.00033829499323410016,0.0013531799729364006,0.0,0.0,HIP,0.013338431071531993,2956,57207.0
YAL047C,SPC72,I,1.0,55923.0,2956,-0.0028880116470143364,0.0052498117544535,0.6382771879725512,-4.59301566892262,0.0016914749661705007,0.00033829499323410016,0.0,0.00033829499323410016,0.0,0.0,HIP,-0.07649721274044599,2956,55923.0
YAL048C,GEM1,I,1.0,53795.0,2956,-0.04034189201718717,-0.0004221837564562,0.8107602926724536,-4.80918237027367,0.005074424898511502,0.0006765899864682003,0.0,0.0013531799729364006,0.00033829499323410016,0.0,HIP,0.05473421444620544,2956,53795.0
YAL049C,AIM2,I,1.0,52225.0,2919,-0.5684649315095419,-0.106715437870867,1.5102795397028854,-8.93710481634207,0.08256252141144227,0.03323055841041452,0.011990407673860911,0.009934909215484755,0.0034258307639602604,0.0017129153819801302,HIP,0.10392447015099392,2919,52225.0
YAL051W,OAF1,I,1.0,50135.5,2956,0.017626655394849863,0.00785289015139395,0.6243608084007104,-3.38024081785708,0.00033829499323410016,0.0,0.0,0.0,0.0,0.0,HIP,-0.10372515243316983,2956,50135.5
YAL053W,FLC2,I,1.0,47074.5,2956,0.04187676910339005,0.0083425507082453,0.60563683269748,-3.32054459709697,0.0006765899864682003,0.0,0.0,0.0006765899864682003,0.0,0.0,HIP,0.041860592975948775,2956,47074.5
YAL054C,ACS1,I,1.0,43951.5,2956,-0.020141135227078655,-0.0009345405195651,0.5877835711407199,-3.23104815714296,0.0006765899864682003,0.0,0.0,0.0,0.0,0.0,HIP,0.07021689781294381,2956,43951.5
YAL055W,PEX22,I,1.0,42448.0,2956,-0.026361061704712058,0.0038987084700218997,0.7129439380210072,-6.59233943237263,0.0020297699594046007,0.0010148849797023004,0.00033829499323410016,0.0,0.0,0.0,HIP,0.14779709813627834,2956,42448.0
YAL056W,GPB2,I,1.0,40580.0,2956,-0.32777305106115195,-0.045324873884254796,1.1865141417040699,-12.3541193414116,0.026048714479025712,0.015561569688768605,0.008457374830852503,0.005074424898511502,0.0013531799729364006,0.0006765899864682003,HIP,0.38923849488828105,2956,40580.0
YAL058W,CNE1,I,1.0,38218.0,2956,-0.0034152745287918,0.0012560736171188499,0.7153389244958288,-3.211587483714,0.0010148849797023004,0.0,0.0,0.002368064952638701,0.0010148849797023004,0.0,HIP,-0.020152384976950113,2956,38218.0
YAL059W,ECM1,I,1.0,36828.0,2956,-0.07499833867525328,-0.00435999131247655,0.8295420682131696,-4.22874698061379,0.005412719891745603,0.0006765899864682003,0.0,0.002368064952638701,0.00033829499323410016,0.0,HIP,-0.08736096366868891,2956,36828.0
YAL060W,BDH1,I,1.0,35729.0,2956,-0.06769394825987113,-0.0075199507019025995,0.5745951582074098,-3.23434751977868,0.0006765899864682003,0.0,0.0,0.0,0.0,0.0,HIP,0.03511354448566649,2956,35729.0
YAL061W,BDH2,I,1.0,34074.5,2956,0.3920194412850231,0.102574948227127,1.0206982160350087,-13.829338154167,0.0016914749661705007,0.00033829499323410016,0.00033829499323410016,0.01962110960757781,0.0027063599458728013,0.0,HIP,-0.1576119611759384,2956,34074.5
YAL062W,GDH3,I,1.0,32253.5,2956,-0.011727139467275969,-0.0006984067952367,0.5291505535244544,-2.87790421283556,0.0,0.0,0.0,0.0,0.0,0.0,HIP,0.00831923804043515,2956,32253.5
YAL064C-A,TDA8,I,1.0,13553.0,2956,-0.11218479204452708,-0.011168087981159251,0.9493786296537096,-5.29511157351908,0.009810554803788904,0.0013531799729364006,0.00033829499323410016,0.0033829499323410014,0.0006765899864682003,0.0,HIP,-0.09303083901897431,2956,13553.0
YAL065C,YAL065C,I,1.0,11758.0,2956,0.03831906361876608,0.011789952977237301,0.8261522066794194,-4.67997911671437,0.005074424898511502,0.0006765899864682003,0.0,0.004397834912043302,0.0,0.0,HIP,-0.056179636887502035,2956,11758.0
YAL066W,YAL066W,I,1.0,10245.0,2956,0.020037959408911853,0.0034647195662513,0.9089546041106272,-4.29995512235977,0.004736129905277402,0.00033829499323410016,0.0,0.005074424898511502,0.0010148849797023004,0.00033829499323410016,HIP,-0.15657641320692423,2956,10245.0
YAL067C,SEO1,I,1.0,8125.5,2278,0.00797837611455397,0.00243884179305705,1.1488161277708915,-5.0654588541575,0.014486391571553995,0.004828797190517998,0.000877963125548727,0.016681299385425813,0.0030728709394205445,0.001755926251097454,HIP,0.07149387296827475,2278,8125.5
YAL068C,PAU8,I,1.0,1988.0,2956,-0.007011117343017961,0.0008659336690145,0.8540783287838652,-4.61762382063944,0.0033829499323410014,0.0013531799729364006,0.0,0.0027063599458728013,0.0,0.0,HIP,-0.10780581640722521,2956,1988.0
YAR002C-A,ERP1,I,1.0,154394.5,2956,-0.11077803710236377,-0.0165203392131733,0.8004960723965557,-3.84289798708602,0.005412719891745603,0.0,0.0,0.0,0.0,0.0,HIP,-0.02328138536101359,2956,154394.5
YAR002W,NUP60,I,1.0,153066.5,2825,-1.6592443917595938,-0.118865725127132,5.136410840152255,-42.1354141328446,0.2272566371681416,0.19823008849557522,0.17238938053097344,0.0743362831858407,0.05203539823008849,0.038584070796460174,HIP,0.24087438903116123,2825,153066.5
YAR003W,SWD1,I,1.0,155645.0,2956,-0.08324955142405611,-0.0108612200628335,0.6682977526955062,-15.1063328748626,0.0016914749661705007,0.0006765899864682003,0.0006765899864682003,0.00033829499323410016,0.0,0.0,HIP,-0.0035651403642727223,2956,155645.0
YAR007C,RFA1,I,1.0,157686.5,2956,0.05586392957166154,0.0179488178137193,0.9821798757256271,-12.1107820039069,0.009810554803788904,0.002368064952638701,0.0010148849797023004,0.007104194857916103,0.0010148849797023004,0.00033829499323410016,HIP,-0.13637242592102594,2956,157686.5
YAR008W,SEN34,I,1.0,159379.5,2956,-0.31040981477805746,-0.00886409050621945,1.9416997339538105,-23.3827650100243,0.04702300405953992,0.02368064952638701,0.018944519621109608,0.008457374830852503,0.0020297699594046007,0.0010148849797023004,HIP,0.09488396637417831,2956,159379.5
YAR014C,BUD14,I,1.0,167806.5,2956,-0.12326695781274351,-0.012964885016861251,0.6038163969195293,-3.88298216414572,0.0013531799729364006,0.0,0.0,0.0,0.0,0.0,HIP,0.03851278059551525,2956,167806.5
YAR015W,ADE1,I,1.0,169835.0,2956,-0.21301363414181182,-0.0417361410338454,0.7263219388988473,-4.51880585115837,0.004397834912043302,0.0016914749661705007,0.0,0.00033829499323410016,0.0,0.0,HIP,0.14186749615719818,2956,169835.0
YAR018C,KIN3,I,1.0,171049.5,2956,-0.26769450307869513,0.023318582426045502,3.364120714975643,-24.7472218080353,0.12686062246278756,0.09675236806495263,0.07171853856562922,0.09912043301759134,0.06732070365358593,0.036535859269282815,HIP,0.15233172023923286,2956,171049.5
YAR019C,CDC15,I,1.0,173673.0,2956,0.0005650388568652021,0.00800075686712665,1.0505740075726613,-27.8011704000564,0.0033829499323410014,0.0016914749661705007,0.0010148849797023004,0.003044654939106901,0.0,0.0,HIP,-0.01295981862793084,2956,173673.0
YAR020C,PAU7,I,1.0,176939.5,2956,-0.23245096583463248,-0.03882058371809605,1.0193181221866194,-15.2231204180076,0.014884979702300407,0.005074424898511502,0.0020297699594046007,0.0016914749661705007,0.0006765899864682003,0.0,HIP,0.029597398702868344,2956,176939.5
YAR023C,DFP1,I,1.0,179550.5,2956,0.003466400393270598,0.0072059723281135,0.6081752185796585,-4.37704345490676,0.0013531799729364006,0.00033829499323410016,0.0,0.0,0.0,0.0,HIP,-0.08004697290179116,2956,179550.5
YAR027W,UIP3,I,1.0,184123.5,2956,-0.05073696307224395,-0.0008517706794030999,0.7117874955297172,-4.71554870240285,0.0016914749661705007,0.00033829499323410016,0.0,0.0,0.0,0.0,HIP,-0.16231300412179903,2956,184123.5
YAR028W,KTD1,I,1.0,185244.0,2956,-0.05938904642346655,-0.006158364189116,0.8721284941741122,-4.53224298672739,0.004736129905277402,0.0010148849797023004,0.0,0.0020297699594046007,0.00033829499323410016,0.0,HIP,-0.008189617902316601,2956,185244.0
YAR029W,DFP2,I,1.0,186433.0,2956,-0.0377122302235712,-0.0010950948533815,0.673219276371612,-3.43502995470811,0.0010148849797023004,0.0,0.0,0.00033829499323410016,0.0,0.0,HIP,-0.03840760704190547,2956,186433.0
YAR030C,YAR030C,I,1.0,186682.5,2956,-0.01135867124258118,0.0023284964634192,0.6057372778009852,-7.8534386877912,0.0013531799729364006,0.00033829499323410016,0.00033829499323410016,0.0,0.0,0.0,HIP,-0.02483353810081334,2956,186682.5
YAR031W,PRM9,I,1.0,187284.0,2956,-0.060100396595128704,-0.0037366004789290497,0.7249786468837016,-4.31016524264485,0.0020297699594046007,0.00033829499323410016,0.0,0.00033829499323410016,0.0,0.0,HIP,-0.010224567890743403,2956,187284.0
YAR035W,YAT1,I,1.0,191224.5,2956,0.004796114410561075,0.00659043998650555,0.8139764783489156,-4.97406557702285,0.006089309878213802,0.00033829499323410016,0.0,0.0027063599458728013,0.00033829499323410016,0.0,HIP,-0.025044673656873972,2956,191224.5
YAR042W,SWH1,I,1.0,194402.0,2956,-0.037117370908316176,0.0033579765163043,1.0129411087057079,-15.7224967121416,0.013531799729364006,0.0020297699594046007,0.0013531799729364006,0.005412719891745603,0.00033829499323410016,0.0,HIP,-0.018260446828587597,2956,194402.0
YAR047C,YAR047C,I,1.0,201627.0,2956,-0.5964868637317449,0.0277010586138298,4.661238064228637,-23.5960631924695,0.18403247631935046,0.15933694181326116,0.13836265223274696,0.14276048714479025,0.09742895805142084,0.06765899864682003,HIP,0.19413434204852076,2956,201627.0
YAR050W,FLO1,I,1.0,205709.5,2956,0.04115401683774856,0.02055029366571045,0.8403911270755134,-3.59444724732044,0.004736129905277402,0.0,0.0,0.0010148849797023004,0.0,0.0,HIP,0.13535025842762455,2956,205709.5
YBL001C,ECM15,II,2.0,237310.0,2164,-2.6981786684997466,-0.3277989797886705,6.851257277805923,-33.6176043511116,0.31608133086876156,0.29066543438077636,0.26155268022181144,0.10027726432532348,0.0767097966728281,0.0633086876155268,HIP,-0.1494968674836762,2164,466627.0
YBL002W,HTB2,II,2.0,236689.5,2927,-1.3276516021883114,-0.0094332095033644,6.47245549112566,-46.5328510875374,0.21045439016057396,0.1851725316023232,0.15954902630679876,0.13187564058763238,0.10249402118209772,0.0717458148274684,HIP,-0.104813595579469,2927,466006.5
YBL003C,HTA2,II,2.0,235593.0,20,-6.310022316537726,-7.147838114512419,3.0845057555375686,-10.6576964137432,0.8,0.8,0.7,0.0,0.0,0.0,HIP,,20,464910.0
YBL004W,UTP20,II,2.0,231376.5,2956,-0.14972425019789048,-0.024273198025372998,0.5792637386832794,-3.11198248912953,0.0006765899864682003,0.0,0.0,0.0,0.0,0.0,HIP,0.0812825634709135,2956,460693.5
YBL006C,LDB7,II,2.0,216858.0,2956,0.029851229281798848,0.008289993688791599,0.6614311179952244,-2.97049432355983,0.0,0.0,0.0,0.0010148849797023004,0.0,0.0,HIP,-0.057669323007430745,2956,446175.0
YBL007C,SLA1,II,2.0,214499.0,2956,-0.029678338687577133,0.0102861331042335,0.8429884490840971,-5.45998031633432,0.010148849797023005,0.004397834912043302,0.0010148849797023004,0.0010148849797023004,0.0,0.0,HIP,0.051796721699944086,2956,443816.0
YBL008W,HIR1,II,2.0,210914.0,2956,-0.11267721935157635,-0.018777103635300302,0.6233815099100849,-3.37769608837517,0.0010148849797023004,0.0,0.0,0.0,0.0,0.0,HIP,-0.09358121284576949,2956,440231.0
YBL009W,ALK2,II,2.0,208209.0,2956,-0.0919521931143528,-0.01142088356997805,0.6461958041022811,-3.73970539860662,0.00033829499323410016,0.0,0.0,0.0,0.0,0.0,HIP,0.13146164880772693,2956,437526.0
YBL010C,LAA2,II,2.0,206528.0,2956,-0.07484099570167073,-0.00513256210393035,0.5789850999929808,-3.74975014585645,0.00033829499323410016,0.0,0.0,0.0,0.0,0.0,HIP,-0.008414437048071398,2956,435845.0
YBL011W,SCT1,II,2.0,204677.5,2919,-2.3407655956080133,-0.217269852997017,7.527849656396684,-37.7274241051438,0.2699554642000685,0.24631723192874272,0.22816032887975335,0.12127440904419322,0.09695101062007537,0.07810894141829394,HIP,-0.1984137521214315,2919,433994.5
YBL012C,YBL012C,II,2.0,203606.5,2956,-0.11858683630710237,-0.01510087227741635,0.7052167159738655,-4.77957844244599,0.0037212449255751017,0.0010148849797023004,0.0,0.0013531799729364006,0.0,0.0,HIP,-0.11905044989439834,2956,432923.5
YBL013W,FMT1,II,2.0,202658.5,2956,0.10828631307008504,0.05211388031559985,3.274502915909923,-21.6164107769653,0.10453315290933694,0.07746955345060894,0.056833558863328824,0.13294993234100136,0.08761840324763194,0.05548037889039242,HIP,-0.08369796018472472,2956,431975.5
YBL015W,ACH1,II,2.0,194912.0,2956,-0.04709216881790837,-0.00054685921895225,0.8623019584289544,-9.1399285963225,0.008795669824086604,0.0037212449255751017,0.0013531799729364006,0.0016914749661705007,0.0,0.0,HIP,0.16777807144113918,2956,424229.0
YBL016W,FUS3,II,2.0,192981.5,2956,0.038910409813503403,0.0105122108817278,0.542070820530512,-3.46042840621013,0.00033829499323410016,0.0,0.0,0.0,0.0,0.0,HIP,-0.052298714269917,2956,422298.5
YBL017C,PEP1,II,2.0,189213.5,2956,0.009979067162252782,0.00731430049856765,0.6612300782292942,-5.5912872272302,0.0006765899864682003,0.00033829499323410016,0.00033829499323410016,0.0,0.0,0.0,HIP,0.12857134975094092,2956,418530.5
YBL018C,POP8,II,2.0,186175.0,2956,0.014208869464835067,0.0046469236191035,0.5602212779684227,-2.91838072236483,0.0,0.0,0.0,0.0,0.0,0.0,HIP,-0.021485126539557323,2956,415492.0
YBL019W,APN2,II,2.0,185134.0,2956,-0.09343652866955729,-0.01375259331958335,0.7656597887866977,-4.21634146677417,0.0033829499323410014,0.0010148849797023004,0.0,0.0013531799729364006,0.0,0.0,HIP,-0.025833736548119175,2956,414451.0
YBL020W,RFT1,II,2.0,183263.0,2956,-0.10970289317582854,-0.012798170938597149,0.5700632869593103,-2.80717315601731,0.0,0.0,0.0,0.0,0.0,0.0,HIP,0.15862499244262487,2956,412580.0
YBL021C,HAP3,II,2.0,181877.0,34,-7.283545392501388,-6.141504458122846,8.195143595877902,-26.8406331361224,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,0.0,0.0,HIP,,34,411194.0
YBL023C,MCM2,II,2.0,176223.0,2956,-0.53821868239195,0.01293564982271575,3.631546267611993,-33.9788415918512,0.13159675236806495,0.10047361299052775,0.07848443843031123,0.07679296346414073,0.04262516914749662,0.022327469553450607,HIP,0.27367480407376654,2956,405540.0
YBL024W,NCL1,II,2.0,173561.0,2956,-0.10010359934593681,-0.0127503611493625,0.6171337517629754,-2.90326194268731,0.0,0.0,0.0,0.0,0.0,0.0,HIP,0.13576880308478137,2956,402878.0
YBL025W,RRN10,II,2.0,171699.5,2956,-0.011757270537780477,0.0035653395445947,0.611902821857555,-2.95652765934327,0.0,0.0,0.0,0.0,0.0,0.0,HIP,0.08120909148381049,2956,401016.5
