idx,num_genes,genes,num_uncharacterized,uncharacterized_genes,gene_interaction,p_value,abs_score
81170,3,"YGL194C,YGR283C,YMR310C",1,YMR310C,0.10655699670314789,0.41040000319480896,0.10655699670314789
81777,3,"YGR283C,YMR310C,YPL156C",1,YMR310C,-0.12245400249958038,0.38999998569488525,0.12245400249958038
83328,3,"YGR283C,YLR441C,YMR310C",1,YMR310C,0.1494240015745163,0.40790000557899475,0.1494240015745163
84209,3,"YGL203C,YGR283C,YMR310C",1,YMR310C,-0.22079099714756012,0.1875,0.22079099714756012
84756,3,"YGR283C,YMR005W,YMR310C",1,YMR310C,0.18505500257015228,0.3393999934196472,0.18505500257015228
86667,3,"YGR283C,YLR102C,YMR310C",1,YMR310C,0.12237100303173065,0.38339999318122864,0.12237100303173065
86694,3,"YGR283C,YHR003C,YMR310C",1,YMR310C,-0.15687699615955353,0.36629998683929443,0.15687699615955353
87998,3,"YGR283C,YIR003W,YMR310C",1,YMR310C,0.15150900185108185,0.40869998931884766,0.15150900185108185
93105,3,"YGR283C,YMR310C,YOR116C",1,YMR310C,-0.10300499945878983,0.41690000891685486,0.10300499945878983
96013,3,"YER061C,YGR283C,YMR310C",1,YMR310C,0.11250899732112885,0.10209999978542328,0.11250899732112885
96180,3,"YER092W,YGR283C,YMR310C",1,YMR310C,-0.10097599774599075,0.08837000280618668,0.10097599774599075
97462,3,"YGR283C,YJL091C,YMR310C",1,YMR310C,0.16948699951171875,0.4406000077724457,0.16948699951171875
98945,3,"YGR283C,YMR310C,YOL004W",1,YMR310C,-0.11944500356912613,0.2750999927520752,0.11944500356912613
99893,3,"YGR283C,YKL008C,YMR310C",1,YMR310C,0.11715000122785568,0.2433999925851822,0.11715000122785568
99989,3,"YBL087C,YGR283C,YMR310C",1,YMR310C,-0.138837993144989,0.1923000067472458,0.138837993144989
100246,3,"YBR009C,YGR283C,YMR310C",1,YMR310C,0.17397500574588776,0.24320000410079956,0.17397500574588776
100624,3,"YGR283C,YMR310C,YPR055W",1,YMR310C,0.15803399682044983,0.4514999985694885,0.15803399682044983
100835,3,"YGR283C,YIR005W,YMR310C",1,YMR310C,-0.17082999646663666,0.04506000131368637,0.17082999646663666
101684,3,"YGR283C,YMR310C,YPL181W",1,YMR310C,0.1369680017232895,0.24150000512599945,0.1369680017232895
104434,3,"YGL151W,YGR283C,YMR310C",1,YMR310C,0.14782799780368805,0.4374000132083893,0.14782799780368805
105090,3,"YGL212W,YGR283C,YMR310C",1,YMR310C,0.16663800179958344,0.43209999799728394,0.16663800179958344
108966,3,"YBR202W,YGR283C,YMR310C",1,YMR310C,0.19920200109481812,0.23819999396800995,0.19920200109481812
110452,3,"YGR283C,YMR310C,YPR018W",1,YMR310C,-0.1464329957962036,0.36489999294281006,0.1464329957962036
111487,3,"YDR229W,YGR283C,YMR310C",1,YMR310C,0.21937799453735352,0.1696999967098236,0.21937799453735352
111648,3,"YGR283C,YMR109W,YMR310C",1,YMR310C,-0.11815500259399414,0.3158999979496002,0.11815500259399414
111676,3,"YCR063W,YGR283C,YMR310C",1,YMR310C,-0.11632400006055832,0.31619998812675476,0.11632400006055832
115887,3,"YDR369C,YGR283C,YMR310C",1,YMR310C,-0.11261499673128128,0.09729000180959702,0.11261499673128128
118502,3,"YGR283C,YLR383W,YMR310C",1,YMR310C,-0.10768099874258041,0.17710000276565552,0.10768099874258041
118587,3,"YGR283C,YMR310C,YOR038C",1,YMR310C,0.11401800066232681,0.4932999908924103,0.11401800066232681
119037,3,"YDL104C,YGR283C,YMR310C",1,YMR310C,0.11437399685382843,0.40860000252723694,0.11437399685382843
119052,3,"YBR058C-A,YGR283C,YMR310C",1,YMR310C,0.12422899901866913,0.19939999282360077,0.12422899901866913
119159,3,"YFL031W,YGR283C,YMR310C",1,YMR310C,-0.17312799394130707,0.15649999678134918,0.17312799394130707
120648,3,"YGR283C,YJL177W,YMR310C",1,YMR310C,0.1193540021777153,0.41940000653266907,0.1193540021777153
122199,3,"YBR181C,YGR283C,YMR310C",1,YMR310C,0.11713600158691406,0.46059998869895935,0.11713600158691406
125803,3,"YDL106C,YGR283C,YMR310C",1,YMR310C,-0.10464099794626236,0.4740000069141388,0.10464099794626236
131496,3,"YGR283C,YKL041W,YMR310C",1,YMR310C,0.2619659900665283,0.33660000562667847,0.2619659900665283
135279,3,"YGR283C,YML047C,YMR310C",1,YMR310C,0.14220799505710602,0.34950000047683716,0.14220799505710602
136546,3,"YGR283C,YHL029C,YMR310C",2,"YHL029C,YMR310C",-0.10793200135231018,0.4781000018119812,0.10793200135231018
138356,3,"YGR283C,YIL044C,YMR310C",1,YMR310C,-0.16974300146102905,0.4429999887943268,0.16974300146102905
142866,3,"YGR283C,YMR310C,YOR228C",1,YMR310C,0.2192090004682541,0.33559998869895935,0.2192090004682541
143734,3,"YGR283C,YMR310C,YPL171C",1,YMR310C,-0.16588300466537476,0.4196999967098236,0.16588300466537476
145717,3,"YDR437W,YGR283C,YMR310C",1,YMR310C,-0.18282899260520935,0.40070000290870667,0.18282899260520935
146086,3,"YGR283C,YMR310C,YOL102C",1,YMR310C,-0.19130900502204895,0.43709999322891235,0.19130900502204895
146700,3,"YBR048W,YGR283C,YMR310C",1,YMR310C,0.13666599988937378,0.34470000863075256,0.13666599988937378
147481,3,"YGR283C,YMR310C,YOR334W",1,YMR310C,0.1836410015821457,0.17000000178813934,0.1836410015821457
149788,3,"YGR283C,YMR310C,YOL080C",1,YMR310C,0.10632500052452087,0.14010000228881836,0.10632500052452087
151939,3,"YGL195W,YGR283C,YMR310C",1,YMR310C,0.14412100613117218,0.3763999938964844,0.14412100613117218
155576,3,"YGR283C,YIL095W,YMR310C",1,YMR310C,-0.16644300520420074,0.1428000032901764,0.16644300520420074
155608,3,"YDL105W,YGR283C,YMR310C",1,YMR310C,0.16925400495529175,0.28619998693466187,0.16925400495529175
156719,3,"YGR283C,YJR011C,YMR310C",1,YMR310C,0.11842700093984604,0.31779998540878296,0.11842700093984604
158127,3,"YCR033W,YGR283C,YMR310C",1,YMR310C,0.10018900036811829,0.23389999568462372,0.10018900036811829
158483,3,"YGR283C,YMR310C,YPL195W",1,YMR310C,-0.17455700039863586,0.28119999170303345,0.17455700039863586
161408,3,"YDL117W,YGR283C,YMR310C",1,YMR310C,0.17228500545024872,0.2799000144004822,0.17228500545024872
162392,3,"YGR283C,YIL065C,YMR310C",1,YMR310C,-0.14635300636291504,0.4943999946117401,0.14635300636291504
164558,3,"YGR283C,YMR310C,YNL116W",1,YMR310C,-0.2158450037240982,0.2987000048160553,0.2158450037240982
165625,3,"YGR283C,YLR386W,YMR310C",1,YMR310C,0.11579599976539612,0.38449999690055847,0.11579599976539612
167011,3,"YDL102W,YGR283C,YMR310C",1,YMR310C,-0.11559099704027176,0.3968000113964081,0.11559099704027176
168202,3,"YGR283C,YLR401C,YMR310C",1,YMR310C,0.19844099879264832,0.1597999930381775,0.19844099879264832
168237,3,"YGR283C,YJL115W,YMR310C",1,YMR310C,0.16244900226593018,0.41909998655319214,0.16244900226593018
169393,3,"YGR129W,YGR283C,YMR310C",1,YMR310C,-0.17258399724960327,0.25920000672340393,0.17258399724960327
171258,3,"YGR283C,YMR310C,YOR349W",1,YMR310C,-0.1110839992761612,0.4968000054359436,0.1110839992761612
171362,3,"YGR283C,YHR122W,YMR310C",1,YMR310C,-0.17166300117969513,0.2574999928474426,0.17166300117969513
171870,3,"YGL043W,YGR283C,YMR310C",1,YMR310C,-0.11174599826335907,0.17229999601840973,0.11174599826335907
173639,3,"YGR283C,YJR017C,YMR310C",1,YMR310C,-0.10413700342178345,0.2976999878883362,0.10413700342178345
174355,3,"YAR007C,YGR283C,YMR310C",1,YMR310C,0.10805799812078476,0.33570000529289246,0.10805799812078476
174524,3,"YGR283C,YMR310C,YOR327C",1,YMR310C,0.1359490007162094,0.41519999504089355,0.1359490007162094
175509,3,"YGR283C,YMR029C,YMR310C",1,YMR310C,-0.11272899806499481,0.4027000069618225,0.11272899806499481
175568,3,"YGR283C,YML015C,YMR310C",1,YMR310C,0.13168799877166748,0.47870001196861267,0.13168799877166748
175740,3,"YGR283C,YMR310C,YPR108W",1,YMR310C,0.15333500504493713,0.4788999855518341,0.15333500504493713
178053,3,"YGR283C,YMR310C,YOR171C",1,YMR310C,-0.17541399598121643,0.36419999599456787,0.17541399598121643
180747,3,"YGR283C,YMR310C,YOL094C",1,YMR310C,-0.13581199944019318,0.35670000314712524,0.13581199944019318
182030,3,"YGR283C,YKL212W,YMR310C",1,YMR310C,0.10333400219678879,0.2842999994754791,0.10333400219678879
182396,3,"YGR283C,YMR310C,YOR269W",1,YMR310C,0.11826799809932709,0.0817599967122078,0.11826799809932709
182614,3,"YGR283C,YMR310C,YOR195W",1,YMR310C,0.10069800168275833,0.32409998774528503,0.10069800168275833
183404,3,"YGR283C,YLR085C,YMR310C",1,YMR310C,0.20091600716114044,0.46869999170303345,0.20091600716114044
184992,3,"YDR016C,YGR283C,YMR310C",1,YMR310C,0.1533229947090149,0.35089999437332153,0.1533229947090149
186282,3,"YGR283C,YKL205W,YMR310C",1,YMR310C,-0.22635699808597565,0.2037000060081482,0.22635699808597565
189006,3,"YGR283C,YMR310C,YPL149W",1,YMR310C,0.14546799659729004,0.49810001254081726,0.14546799659729004
189396,3,"YGR283C,YMR055C,YMR310C",1,YMR310C,0.12956500053405762,0.3984000086784363,0.12956500053405762
191595,3,"YER120W,YGR283C,YMR310C",1,YMR310C,0.1848450005054474,0.32659998536109924,0.1848450005054474
193342,3,"YDR139C,YGR283C,YMR310C",1,YMR310C,-0.1532990038394928,0.2526000142097473,0.1532990038394928
201535,3,"YDR205W,YGR283C,YMR310C",1,YMR310C,0.11001800000667572,0.4449000060558319,0.11001800000667572
201986,3,"YGR283C,YJR082C,YMR310C",1,YMR310C,-0.12451300024986267,0.3797999918460846,0.12451300024986267
202111,3,"YGR283C,YKL048C,YMR310C",1,YMR310C,0.12486699968576431,0.4970000088214874,0.12486699968576431
202128,3,"YGR283C,YLR014C,YMR310C",1,YMR310C,-0.14535300433635712,0.38179999589920044,0.14535300433635712
207614,3,"YGR283C,YKL208W,YMR310C",1,YMR310C,-0.11902099847793579,0.133200004696846,0.11902099847793579
209041,3,"YGR283C,YLR036C,YMR310C",2,"YLR036C,YMR310C",0.12479700148105621,0.31310001015663147,0.12479700148105621
210147,3,"YGR283C,YJR135C,YMR310C",1,YMR310C,-0.24655500054359436,0.09854000061750412,0.24655500054359436
210960,3,"YGR283C,YMR310C,YOR279C",1,YMR310C,0.1434600055217743,0.29109999537467957,0.1434600055217743
212510,3,"YGR283C,YMR310C,YOR224C",1,YMR310C,-0.10565800219774246,0.4862000048160553,0.10565800219774246
213958,3,"YGR283C,YIR011C,YMR310C",1,YMR310C,-0.1454630047082901,0.302700012922287,0.1454630047082901
214182,3,"YDR359C,YGR283C,YMR310C",1,YMR310C,0.12539799511432648,0.2694999873638153,0.12539799511432648
215437,3,"YGR283C,YMR310C,YOL041C",1,YMR310C,-0.13817299902439117,0.2053000032901764,0.13817299902439117
216364,3,"YGR283C,YKR094C,YMR310C",1,YMR310C,-0.12875300645828247,0.31529998779296875,0.12875300645828247
216794,3,"YER096W,YGR283C,YMR310C",1,YMR310C,0.14976100623607635,0.21140000224113464,0.14976100623607635
217568,3,"YGR283C,YLR342W,YMR310C",1,YMR310C,0.17628799378871918,0.4189999997615814,0.17628799378871918
218410,3,"YGR283C,YMR310C,YPL152W",1,YMR310C,-0.10348600149154663,0.3813000023365021,0.10348600149154663
220799,3,"YGR027C,YGR283C,YMR310C",1,YMR310C,-0.12562300264835358,0.18140000104904175,0.12562300264835358
221116,3,"YGL112C,YGR283C,YMR310C",1,YMR310C,0.1318890005350113,0.12849999964237213,0.1318890005350113
222860,3,"YDR233C,YGR283C,YMR310C",1,YMR310C,0.146589994430542,0.22020000219345093,0.146589994430542
223723,3,"YGR283C,YMR310C,YOR154W",1,YMR310C,-0.11670300364494324,0.3977999985218048,0.11670300364494324
224029,3,"YGR283C,YMR310C,YNL064C",1,YMR310C,0.23165099322795868,0.2721000015735626,0.23165099322795868
224190,3,"YDR075W,YGR283C,YMR310C",1,YMR310C,-0.1482969969511032,0.2393999993801117,0.1482969969511032
226136,3,"YGL232W,YGR283C,YMR310C",1,YMR310C,-0.12991100549697876,0.2946000099182129,0.12991100549697876
226917,3,"YGR283C,YMR310C,YNL153C",1,YMR310C,0.17590700089931488,0.22930000722408295,0.17590700089931488
228904,3,"YGR283C,YHR118C,YMR310C",1,YMR310C,-0.1145000010728836,0.322299987077713,0.1145000010728836
231880,3,"YGR283C,YLR418C,YMR310C",1,YMR310C,0.14440199732780457,0.46389999985694885,0.14440199732780457
232794,3,"YGR283C,YMR310C,YPR029C",1,YMR310C,-0.11108700186014175,0.44760000705718994,0.11108700186014175
247336,3,"YDR260C,YGR283C,YMR310C",1,YMR310C,-0.11952999979257584,0.2101999968290329,0.11952999979257584
257059,3,"YGR283C,YLR287C-A,YMR310C",1,YMR310C,0.2593800127506256,0.28929999470710754,0.2593800127506256
289381,3,"YDR246W,YGR283C,YMR310C",1,YMR310C,0.1476770043373108,0.4542999863624573,0.1476770043373108
293280,3,"YGR283C,YHR129C,YMR310C",1,YMR310C,0.106174997985363,0.42989999055862427,0.106174997985363
298539,3,"YDR198C,YGR283C,YMR310C",1,YMR310C,0.10750900208950043,0.21480000019073486,0.10750900208950043
298605,3,"YBR231C,YGR283C,YMR310C",1,YMR310C,0.18563200533390045,0.4244999885559082,0.18563200533390045
299476,3,"YDR123C,YGR283C,YMR310C",1,YMR310C,0.10240700095891953,0.29760000109672546,0.10240700095891953
301477,3,"YDR399W,YGR283C,YMR310C",1,YMR310C,0.13763700425624847,0.430400013923645,0.13763700425624847
301478,3,"YDR311W,YGR283C,YMR310C",1,YMR310C,0.10207799822092056,0.35899999737739563,0.10207799822092056
301554,3,"YDL070W,YGR283C,YMR310C",1,YMR310C,-0.15041199326515198,0.43309998512268066,0.15041199326515198
303056,3,"YGR283C,YMR310C,YPL071C",2,"YMR310C,YPL071C",0.12343700230121613,0.10610000044107437,0.12343700230121613
304629,3,"YGR283C,YIL002C,YMR310C",1,YMR310C,-0.10809600353240967,0.3386000096797943,0.10809600353240967
308971,3,"YGL174W,YGR283C,YMR310C",1,YMR310C,0.22418400645256042,0.35519999265670776,0.22418400645256042
309180,3,"YGR283C,YHR108W,YMR310C",1,YMR310C,0.14155800640583038,0.3653999865055084,0.14155800640583038
309874,3,"YGL066W,YGR283C,YMR310C",1,YMR310C,0.12642499804496765,0.475600004196167,0.12642499804496765
313848,3,"YGR283C,YIL140W,YMR310C",1,YMR310C,-0.12218400090932846,0.2996000051498413,0.12218400090932846
316713,3,"YGR283C,YJR140C,YMR310C",1,YMR310C,0.10015799850225449,0.38760000467300415,0.10015799850225449
318806,3,"YGR283C,YMR310C,YOR144C",1,YMR310C,0.1883630007505417,0.40630000829696655,0.1883630007505417
320431,3,"YGR283C,YLR033W,YMR310C",1,YMR310C,-0.10370100289583206,0.3443000018596649,0.10370100289583206
320632,3,"YGR283C,YJL148W,YMR310C",1,YMR310C,0.10787799954414368,0.27799999713897705,0.10787799954414368
326570,3,"YDR188W,YGR283C,YMR310C",1,YMR310C,-0.16581900417804718,0.32659998536109924,0.16581900417804718
328524,3,"YGR283C,YLL021W,YMR310C",1,YMR310C,-0.1157969981431961,0.45080000162124634,0.1157969981431961
329411,3,"YDR083W,YGR283C,YMR310C",1,YMR310C,0.11561399698257446,0.41260001063346863,0.11561399698257446
331271,3,"YDR424C,YGR283C,YMR310C",1,YMR310C,-0.15390899777412415,0.3578999936580658,0.15390899777412415
332238,3,"YGR283C,YHR017W,YMR310C",1,YMR310C,-0.12668199837207794,0.3027999997138977,0.12668199837207794
335444,3,"YGR283C,YKL025C,YMR310C",1,YMR310C,-0.13146400451660156,0.42750000953674316,0.13146400451660156
335682,3,"YGR081C,YGR283C,YMR310C",1,YMR310C,0.4361400008201599,0.43230000138282776,0.4361400008201599
337321,3,"YGR283C,YKL145W,YMR310C",1,YMR310C,0.2536909878253937,0.21410000324249268,0.2536909878253937
338718,3,"YGR283C,YMR310C,YOL152W",1,YMR310C,-0.2690669894218445,0.08233000338077545,0.2690669894218445
340356,3,"YGR283C,YJR153W,YMR310C",1,YMR310C,0.12933699786663055,0.20589999854564667,0.12933699786663055
344181,3,"YGL213C,YGR283C,YMR310C",1,YMR310C,0.18603399395942688,0.3659000098705292,0.18603399395942688
346388,3,"YDL006W,YGR283C,YMR310C",1,YMR310C,0.2879599928855896,0.4325000047683716,0.2879599928855896
346790,3,"YGR283C,YJL104W,YMR310C",1,YMR310C,-0.12052000313997269,0.25040000677108765,0.12052000313997269
348404,3,"YBL084C,YGR283C,YMR310C",1,YMR310C,0.1823520064353943,0.3837999999523163,0.1823520064353943
353312,3,"YBR057C,YGR283C,YMR310C",1,YMR310C,-0.10948300361633301,0.25769999623298645,0.10948300361633301
353777,3,"YGR283C,YLR021W,YMR310C",1,YMR310C,-0.12929199635982513,0.18330000340938568,0.12929199635982513
354552,3,"YGR283C,YMR310C,YPL052W",1,YMR310C,-0.10270100086927414,0.22280000150203705,0.10270100086927414
357559,3,"YDR158W,YGR283C,YMR310C",1,YMR310C,-0.12358999997377396,0.3700000047683716,0.12358999997377396
358270,3,"YGR283C,YJL030W,YMR310C",1,YMR310C,0.10057300329208374,0.47429999709129333,0.10057300329208374
367807,3,"YGR283C,YMR310C,YNL099C",1,YMR310C,-0.10487599670886993,0.3359000086784363,0.10487599670886993
372724,3,"YGR283C,YLR315W,YMR310C",1,YMR310C,0.1408279985189438,0.3127000033855438,0.1408279985189438
373527,3,"YGR283C,YJR070C,YMR310C",1,YMR310C,-0.12421400099992752,0.2718000113964081,0.12421400099992752
375148,3,"YGL091C,YGR283C,YMR310C",1,YMR310C,-0.13448099792003632,0.2206999957561493,0.13448099792003632
72484,3,"YMR198W,YPL253C,YPR071W",1,YPR071W,0.10103700309991837,0.2766000032424927,0.10103700309991837
152963,3,"YCR048W,YNR019W,YPR071W",1,YPR071W,0.1248679980635643,0.4302000105381012,0.1248679980635643
185983,3,"YBL095W,YKR077W,YOR066W",1,YBL095W,0.1191129982471466,0.019829999655485153,0.1191129982471466
218699,3,"YIL149C,YKR095W,YPR038W",1,YPR038W,-0.16332900524139404,0.019999999552965164,0.16332900524139404
141315,3,"YHL026C,YKR084C,YOR076C",1,YHL026C,0.1310950070619583,0.06728000193834305,0.1310950070619583
209547,3,"YCR048W,YHL026C,YNR019W",1,YHL026C,0.16899600625038147,0.34290000796318054,0.16899600625038147
38706,3,"YIL149C,YKR095W,YNR065C",1,YNR065C,0.11254200339317322,0.365200012922287,0.11254200339317322
307058,3,"YBR278W,YJL065C,YNR065C",1,YNR065C,-0.12105999886989594,0.26989999413490295,0.12105999886989594
142183,3,"YKR077W,YML122C,YOR066W",1,YML122C,0.10168299823999405,0.2973000109195709,0.10168299823999405
303691,3,"YGR071C,YLR373C,YML122C",1,YML122C,-0.11152999848127365,0.38040000200271606,0.11152999848127365
316218,3,"YIL149C,YKR095W,YML122C",1,YML122C,0.14173899590969086,0.2989000082015991,0.14173899590969086
16698,3,"YBR278W,YIL067C,YJL065C",1,YIL067C,-0.1709199994802475,0.12470000237226486,0.1709199994802475
37686,3,"YDR200C,YIL067C,YLR238W",1,YIL067C,0.2612839937210083,0.35519999265670776,0.2612839937210083
141048,3,"YIL067C,YMR198W,YPL253C",1,YIL067C,0.14599299430847168,0.43230000138282776,0.14599299430847168
145865,3,"YGR071C,YIL067C,YLR373C",1,YIL067C,0.13787700235843658,0.38119998574256897,0.13787700235843658
343825,3,"YDR351W,YHR103W,YIL067C",1,YIL067C,-0.15456700325012207,0.23229999840259552,0.15456700325012207
370724,3,"YCR048W,YIL067C,YNR019W",1,YIL067C,0.11307000368833542,0.2468000054359436,0.11307000368833542
56524,3,"YDR169C-A,YLR325C,YPR018W",1,YDR169C-A,-0.10280799865722656,0.05925000086426735,0.10280799865722656
65791,3,"YDL006W,YDR169C-A,YLR325C",1,YDR169C-A,-0.23235100507736206,0.28349998593330383,0.23235100507736206
146184,3,"YDR169C-A,YLR325C,YOR106W",1,YDR169C-A,-0.18232999742031097,0.4077000021934509,0.18232999742031097
182950,3,"YDR169C-A,YHL029C,YLR325C",2,"YDR169C-A,YHL029C",-0.3025380074977875,0.48249998688697815,0.3025380074977875
240863,3,"YDR169C-A,YJR141W,YLR325C",1,YDR169C-A,-0.16033700108528137,0.38359999656677246,0.16033700108528137
241390,3,"YDR169C-A,YKL212W,YLR325C",1,YDR169C-A,-0.18141700327396393,0.17649999260902405,0.18141700327396393
249646,3,"YCL063W,YDR169C-A,YLR325C",1,YDR169C-A,-0.10369600355625153,0.4499000012874603,0.10369600355625153
