Run ID,1784323869
Run Date/Time,2026-07-17 15:26:08
Application Name,Echo Cherry Pick
Application Version,1.8.3
Protocol Name,P1_Protocol.ecp
Sample Pick List File Name,E:\20260717_TC_12sKO_Plating\TC_cherrypick_P2_13strain_384_5nL.csv
Control Pick List File Name,
Reference ID,
Order ID,
User Name,Thermo

[DETAILS]
Date Time Point,Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
2026-07-17 16:32:20.551,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,P19,0,0,,YJR060W,5,5,61.245,100,,AQ,
2026-07-17 16:32:20.825,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,P17,0,0,,YJR060W,5,5,61.24,100,,AQ,
2026-07-17 16:32:21.143,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,N17,0,0,,YJR060W,5,5,61.235,100,,AQ,
2026-07-17 16:32:21.464,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,K18,0,0,,YJR060W,5,5,61.23,100,,AQ,
2026-07-17 16:32:21.828,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,F17,0,0,,YJR060W,5,5,61.225,100,,AQ,
2026-07-17 16:32:22.282,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,G15,0,0,,YJR060W,5,5,61.22,100,,AQ,
2026-07-17 16:32:22.601,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,B16,0,0,,YJR060W,5,5,61.215,100,,AQ,
2026-07-17 16:32:23.055,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,B18,0,0,,YJR060W,5,5,61.21,100,,AQ,
2026-07-17 16:32:23.375,Source[1],,384PP_AQ_SP2,C3,Plate_13strain_384_2p5nL,,384PP_Dest,E18,0,0,,Blank_media,5,5,64.197,100,,AQ,
2026-07-17 16:32:23.788,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,B12,0,0,,YJR060W,5,5,61.205,100,,AQ,
2026-07-17 16:32:24.287,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,B11,0,0,,YJR060W,5,5,61.2,100,,AQ,
2026-07-17 16:32:24.561,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,D9,0,0,,YJR060W,5,5,61.195,100,,AQ,
2026-07-17 16:32:24.880,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,D6,0,0,,YJR060W,5,5,61.19,100,,AQ,
2026-07-17 16:32:25.244,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,D4,0,0,,YJR060W,5,5,61.185,100,,AQ,
2026-07-17 16:32:25.565,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,A4,0,0,,YJR060W,5,5,61.18,100,,AQ,
2026-07-17 16:32:25.929,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,E2,0,0,,YJR060W,5,5,61.175,100,,AQ,
2026-07-17 16:32:26.337,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,I2,0,0,,YJR060W,5,5,61.17,100,,AQ,
2026-07-17 16:32:26.746,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,P2,0,0,,YJR060W,5,5,61.165,100,,AQ,
2026-07-17 16:32:27.290,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,O1,0,0,,YJR060W,5,5,61.16,100,,AQ,
2026-07-17 16:32:27.563,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,P5,0,0,,YJR060W,5,5,61.155,100,,AQ,
2026-07-17 16:32:27.973,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,P7,0,0,,YJR060W,5,5,61.15,100,,AQ,
2026-07-17 16:32:28.291,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,P10,0,0,,YJR060W,5,5,61.145,100,,AQ,
2026-07-17 16:32:28.655,Source[1],,384PP_AQ_SP2,A3,Plate_13strain_384_2p5nL,,384PP_Dest,M6,0,0,,YJR060W,5,5,61.14,100,,AQ,
2026-07-17 16:32:29.063,Source[1],,384PP_AQ_SP2,C3,Plate_13strain_384_2p5nL,,384PP_Dest,L12,0,0,,Blank_media,5,5,64.192,100,,AQ,
2026-07-17 16:32:29.563,Source[1],,384PP_AQ_SP2,C3,Plate_13strain_384_2p5nL,,384PP_Dest,E6,0,0,,Blank_media,5,5,64.187,100,,AQ,
2026-07-17 16:32:30.106,Source[1],,384PP_AQ_SP2,C5,Plate_13strain_384_2p5nL,,384PP_Dest,E12,0,0,,Blank_media,5,5,61.556,100,,AQ,
2026-07-17 16:32:30.871,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,F12,0,0,,YPL081W,5,5,62.955,100,,AQ,
2026-07-17 16:32:31.285,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,C13,0,0,,YPL081W,5,5,62.95,100,,AQ,
2026-07-17 16:32:31.650,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,B15,0,0,,YPL081W,5,5,62.945,100,,AQ,
2026-07-17 16:32:31.971,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,A15,0,0,,YPL081W,5,5,62.94,100,,AQ,
2026-07-17 16:32:32.247,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,A16,0,0,,YPL081W,5,5,62.935,100,,AQ,
2026-07-17 16:32:32.521,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,C17,0,0,,YPL081W,5,5,62.93,100,,AQ,
2026-07-17 16:32:32.841,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,D17,0,0,,YPL081W,5,5,62.925,100,,AQ,
2026-07-17 16:32:33.118,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,D19,0,0,,YPL081W,5,5,62.92,100,,AQ,
2026-07-17 16:32:33.437,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,D22,0,0,,YPL081W,5,5,62.915,100,,AQ,
2026-07-17 16:32:33.802,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,B22,0,0,,YPL081W,5,5,62.91,100,,AQ,
2026-07-17 16:32:34.122,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,H22,0,0,,YPL081W,5,5,62.905,100,,AQ,
2026-07-17 16:32:34.621,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,F24,0,0,,YPL081W,5,5,62.9,100,,AQ,
2026-07-17 16:32:34.940,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,K24,0,0,,YPL081W,5,5,62.895,100,,AQ,
2026-07-17 16:32:35.393,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,O24,0,0,,YPL081W,5,5,62.89,100,,AQ,
2026-07-17 16:32:35.802,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,P23,0,0,,YPL081W,5,5,62.885,100,,AQ,
2026-07-17 16:32:36.076,Source[1],,384PP_AQ_SP2,C5,Plate_13strain_384_2p5nL,,384PP_Dest,L18,0,0,,Blank_media,5,5,61.551,100,,AQ,
2026-07-17 16:32:36.573,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,K14,0,0,,YPL081W,5,5,62.88,100,,AQ,
2026-07-17 16:32:36.982,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,M12,0,0,,YPL081W,5,5,62.875,100,,AQ,
2026-07-17 16:32:37.301,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,O11,0,0,,YPL081W,5,5,62.87,100,,AQ,
2026-07-17 16:32:37.641,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,O8,0,0,,YPL081W,5,5,62.865,100,,AQ,
2026-07-17 16:32:38.030,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,O6,0,0,,YPL081W,5,5,62.86,100,,AQ,
2026-07-17 16:32:38.369,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,L5,0,0,,YPL081W,5,5,62.855,100,,AQ,
2026-07-17 16:32:38.733,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,L7,0,0,,YPL081W,5,5,62.85,100,,AQ,
2026-07-17 16:32:39.050,Source[1],,384PP_AQ_SP2,C5,Plate_13strain_384_2p5nL,,384PP_Dest,L6,0,0,,Blank_media,5,5,61.546,100,,AQ,
2026-07-17 16:32:39.429,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,H4,0,0,,YPL081W,5,5,62.845,100,,AQ,
2026-07-17 16:32:39.811,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,J2,0,0,,YPL081W,5,5,62.84,100,,AQ,
2026-07-17 16:32:40.129,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,C3,0,0,,YPL081W,5,5,62.835,100,,AQ,
2026-07-17 16:32:40.673,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,A8,0,0,,YPL081W,5,5,62.83,100,,AQ,
2026-07-17 16:32:41.127,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,J10,0,0,,YPL081W,5,5,62.825,100,,AQ,
2026-07-17 16:32:41.761,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,J11,0,0,,YPL081W,5,5,62.82,100,,AQ,
2026-07-17 16:32:42.033,Source[1],,384PP_AQ_SP2,A5,Plate_13strain_384_2p5nL,,384PP_Dest,G17,0,0,,YPL081W,5,5,62.815,100,,AQ,
2026-07-17 16:32:42.532,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,I17,0,0,,YOS9,5,5,62.719,100,,AQ,
2026-07-17 16:32:42.946,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,K16,0,0,,YOS9,5,5,62.714,100,,AQ,
2026-07-17 16:32:43.265,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,I13,0,0,,YOS9,5,5,62.709,100,,AQ,
2026-07-17 16:32:43.630,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,H13,0,0,,YOS9,5,5,62.704,100,,AQ,
2026-07-17 16:32:43.903,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,I12,0,0,,YOS9,5,5,62.699,100,,AQ,
2026-07-17 16:32:44.177,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,K10,0,0,,YOS9,5,5,62.694,100,,AQ,
2026-07-17 16:32:44.495,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,J7,0,0,,YOS9,5,5,62.689,100,,AQ,
2026-07-17 16:32:44.860,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,J5,0,0,,YOS9,5,5,62.684,100,,AQ,
2026-07-17 16:32:45.179,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,K5,0,0,,YOS9,5,5,62.679,100,,AQ,
2026-07-17 16:32:45.453,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,K4,0,0,,YOS9,5,5,62.674,100,,AQ,
2026-07-17 16:32:45.728,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,L2,0,0,,YOS9,5,5,62.669,100,,AQ,
2026-07-17 16:32:46.049,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,K1,0,0,,YOS9,5,5,62.664,100,,AQ,
2026-07-17 16:32:46.323,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,I1,0,0,,YOS9,5,5,62.659,100,,AQ,
2026-07-17 16:32:46.643,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,H3,0,0,,YOS9,5,5,62.654,100,,AQ,
2026-07-17 16:32:46.963,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,O2,0,0,,YOS9,5,5,62.649,100,,AQ,
2026-07-17 16:32:47.509,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,P12,0,0,,YOS9,5,5,62.644,100,,AQ,
2026-07-17 16:32:48.187,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,N13,0,0,,YOS9,5,5,62.639,100,,AQ,
2026-07-17 16:32:48.505,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,O14,0,0,,YOS9,5,5,62.634,100,,AQ,
2026-07-17 16:32:48.779,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,N21,0,0,,YOS9,5,5,62.629,100,,AQ,
2026-07-17 16:32:49.322,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,O23,0,0,,YOS9,5,5,62.624,100,,AQ,
2026-07-17 16:32:49.642,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,D20,0,0,,YOS9,5,5,62.619,100,,AQ,
2026-07-17 16:32:50.366,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,C19,0,0,,YOS9,5,5,62.614,100,,AQ,
2026-07-17 16:32:50.640,Source[1],,384PP_AQ_SP2,A7,Plate_13strain_384_2p5nL,,384PP_Dest,C18,0,0,,YOS9,5,5,62.609,100,,AQ,
