gene,num_reactions,num_subsystems,num_metabolites,is_bottleneck,is_central_metabolism,is_metabolic_go,is_kinase,is_essential,is_low_fitness_kuzmin,is_low_fitness_costanzo,is_low_fitness_either,min_fitness_kuzmin,min_fitness_costanzo,subsystems,norm_reactions,norm_metabolites,norm_subsystems,metabolic_score,category_score,composite_score
YHL012W,1,1,5,False,False,False,False,False,False,False,False,,,Galactose metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YCR053W,2,2,6,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism; Vitamin b6 metabolism",0.010416666612413195,0.06666666592592593,0.19999998000000202,0.2841666604227437,1,0.29891666229592057
YJR158W,7,1,16,False,False,False,False,False,False,False,False,,,"Transport [c, e]",0.03645833314344618,0.17777777580246917,0.09999999000000101,0.09791666299811953,1,0.16854166409868365
YPR156C,2,2,6,False,False,False,False,False,False,False,False,,,"Transport [c, e]; Transport [c, v]",0.010416666612413195,0.06666666592592593,0.19999998000000202,0.08416666042274366,1,0.15891666229592055
YGR260W,1,1,2,False,False,False,False,False,False,False,False,,,"Transport [c, e]",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.03874999691507554,1,0.12712499784055287
YBR204C,32,1,46,False,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.1666666657986111,0.5111111054320988,0.09999999000000101,0.2499999949490744,1,0.2749999964643521
YJL167W,2,1,5,True,False,False,False,True,False,False,False,,,Terpenoid backbone biosynthesis,0.010416666612413195,0.05555555493827161,0.09999999000000101,0.2508333301264471,1,0.27558333108851296
YDR315C,1,1,5,True,False,False,True,False,False,False,False,,,Inositol phosphate metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YKL146W,5,1,12,False,False,False,False,False,False,False,False,,,"Transport [c, v]",0.026041666531032986,0.13333333185185187,0.09999999000000101,0.08041666316796905,1,0.15629166421757834
YKL127W,2,1,4,False,True,False,False,False,False,False,False,,,Pentose phosphate pathway,0.010416666612413195,0.04444444395061729,0.09999999000000101,0.14749999683015078,1,0.20324999778110553
YFL054C,1,1,2,False,False,False,False,False,False,False,False,,,"Transport [c, e]",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.03874999691507554,1,0.12712499784055287
YLR060W,1,1,6,True,False,False,False,True,False,True,True,,0.501,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YGR216C,1,1,5,False,False,False,False,True,False,False,False,,,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YDL210W,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YHR042W,1,1,8,True,False,False,False,True,False,False,False,,,Steroid biosynthesis,0.005208333306206597,0.08888888790123459,0.09999999000000101,0.2587499966928533,1,0.2811249976849973
YER069W,2,1,9,True,False,True,True,False,False,False,False,,,Arginine biosynthesis,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.26416666331163224,3,0.4849166643181425
YLR211C,8,1,19,False,False,False,False,False,False,False,False,,,Inositol phosphate metabolism,0.04166666644965278,0.21111110876543213,0.09999999000000101,0.10999999620949105,1,0.17699999734664373
YOL045W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YPR192W,4,4,5,False,False,False,False,False,False,False,False,,,"Transport [c, ce]; Transport [c, e]; Transport [c, er]; Transport [c, erm]",0.02083333322482639,0.05555555493827161,0.39999996000000404,0.14499998777141326,1,0.20149999143998926
YGR262C,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YNR027W,2,1,7,True,False,False,True,False,False,False,False,,,Vitamin b6 metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,2,0.38024999770332774
YOL100W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YGR177C,9,2,22,False,True,False,False,False,False,False,False,,,Complex alcohol metabolism; Fatty acid ester pathway,0.046874999755859376,0.2444444417283951,0.19999998000000202,0.2520833264208629,1,0.276458328494604
YBR235W,1,1,6,False,False,False,False,False,False,False,False,,,"Transport [c, v]",0.005208333306206597,0.06666666592592593,0.09999999000000101,0.05208333010026072,1,0.1364583310701825
YMR054W,1,1,6,False,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.15208333010026073,1,0.2064583310701825
YPR140W,192,1,75,False,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.9999999947916667,0.8333333240740742,0.09999999000000101,0.6799999921388893,1,0.5759999944972225
YOL061W,1,1,5,False,True,False,True,False,False,False,False,,,Pentose phosphate pathway,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.14874999680396445,2,0.3041249977627751
YLR017W,1,1,4,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YJR133W,1,1,4,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YKL046C,0,0,0,False,False,True,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YBR126C,2,1,8,False,False,False,False,False,False,True,True,,0.32,Starch and sucrose metabolism,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.06083333001533596,1,0.14258333101073517
YNL129W,1,1,5,True,False,False,True,False,False,False,False,,,Nicotinate and nicotinamide metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YBR023C,1,1,4,False,False,False,False,False,False,False,False,,,Amino sugar and nucleotide sugar metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YKL055C,3,1,9,True,True,False,False,False,False,False,False,,,Fatty acid biosynthesis,0.015624999918619792,0.0999999988888889,0.09999999000000101,0.36624999663411495,1,0.3563749976438804
YBR004C,1,1,4,False,False,False,False,True,False,False,False,,,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YHR137W,5,3,15,True,True,False,False,False,False,False,False,,,"Cysteine and methionine metabolism; Fatty acid ester pathway; Phenylalanine, tyrosine and tryptophan biosynthesis",0.026041666531032986,0.16666666481481485,0.299999970000003,0.4504166570568585,1,0.41529165993980094
YBL080C,1,1,9,True,False,False,False,False,False,True,True,,0.466,tRNA metabolism,0.005208333306206597,0.0999999988888889,0.09999999000000101,0.2620833299891496,1,0.2834583309924047
YDL246C,2,2,7,False,False,False,False,False,False,False,False,,,Fructose and mannose metabolism; Pentose and glucuronate interconversions,0.010416666612413195,0.07777777691358026,0.19999998000000202,0.08749999371903996,1,0.16124999560332798
YLR354C,1,1,4,False,True,False,False,False,False,False,False,,,Pentose phosphate pathway,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.14541666350766813,1,0.20179166445536767
YKR043C,1,1,4,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.34541666350766814,1,0.3417916644553677
YPR111W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YNL277W,1,1,4,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YGL196W,1,1,3,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.005208333306206597,0.03333333296296297,0.09999999000000101,0.24208333021137185,1,0.26945833114796025
YOL068C,1,1,5,False,False,False,False,False,False,False,False,,,Nicotinate and nicotinamide metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YPL141C,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YLR143W,1,1,7,True,False,False,False,False,False,False,False,,,Peptidyl-diphthamide biosynthetic process,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YPR183W,1,1,5,True,False,False,False,True,False,False,False,,,N-glycan biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YEL058W,2,1,4,False,False,False,False,True,False,False,False,,,Amino sugar and nucleotide sugar metabolism,0.010416666612413195,0.04444444395061729,0.09999999000000101,0.04749999683015077,1,0.13324999778110552
YPL212C,1,1,4,False,False,False,False,False,False,False,False,,,Pyrimidine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YHR205W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YDL120W,1,1,5,False,False,False,False,True,False,False,False,,,Porphyrin and chlorophyll metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YHR183W,1,1,5,False,True,False,False,False,False,False,False,,,Pentose phosphate pathway,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.14874999680396445,1,0.2041249977627751
YJR109C,1,1,9,False,False,False,False,False,False,False,False,,,Pyrimidine metabolism,0.005208333306206597,0.0999999988888889,0.09999999000000101,0.062083329989149616,1,0.14345833099240474
YNL071W,1,1,6,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YGR106C,2,1,7,False,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.15749999671903966,1,0.21024999770332775
YDR037W,1,1,6,True,False,False,False,True,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YGL202W,5,4,12,True,False,False,False,False,False,False,False,,,"Cysteine and methionine metabolism; Lysine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Tyrosine metabolism",0.026041666531032986,0.13333333185185187,0.39999996000000404,0.37041665416797,1,0.35929165791757894
YLR308W,1,1,5,False,False,False,False,False,False,False,False,,,Amino sugar and nucleotide sugar metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YHR026W,2,1,7,False,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.15749999671903966,1,0.21024999770332775
YLL015W,1,1,2,False,False,False,False,False,False,False,False,,,"Transport [c, v]",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.03874999691507554,1,0.12712499784055287
YKL166C,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YHR102W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YCR028C,1,1,4,False,False,False,False,False,False,False,False,,,"Transport [c, e]",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YJR078W,1,1,3,True,False,False,False,False,False,False,False,,,Tryptophan metabolism,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.24208333021137185,1,0.26945833114796025
YFL060C,2,2,9,False,False,False,False,False,False,False,False,,,"Alanine, aspartate and glutamate metabolism; Vitamin b6 metabolism",0.010416666612413195,0.0999999988888889,0.19999998000000202,0.09416666031163255,1,0.16591666221814277
YJR139C,2,1,7,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YNL334C,2,2,9,False,False,False,False,False,False,False,False,,,"Alanine, aspartate and glutamate metabolism; Vitamin b6 metabolism",0.010416666612413195,0.0999999988888889,0.19999998000000202,0.09416666031163255,1,0.16591666221814277
YJR155W,6,1,15,False,False,False,False,False,False,False,False,,,Methylglyoxal metabolism,0.031249999837239584,0.16666666481481485,0.09999999000000101,0.09249999637934059,1,0.1647499974655384
YCR107W,6,1,15,False,False,False,False,False,False,False,False,,,Methylglyoxal metabolism,0.031249999837239584,0.16666666481481485,0.09999999000000101,0.09249999637934059,1,0.1647499974655384
YNR067C,1,1,3,False,False,True,False,False,False,False,False,,,Starch and sucrose metabolism,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.04208333021137183,2,0.22945833114796027
YGR007W,1,1,5,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YML008C,1,1,5,True,False,False,False,False,False,False,False,,,Steroid biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YMR104C,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YIR034C,1,1,7,True,False,False,False,False,False,False,False,,,Lysine metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YLR164W,1,1,4,False,True,False,False,False,False,False,False,,,Citrate cycle (TCA cycle),0.005208333306206597,0.04444444395061729,0.09999999000000101,0.14541666350766813,1,0.20179166445536767
YER052C,1,1,4,True,False,False,True,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,2,0.3717916644553677
YHR215W,1,1,4,False,False,False,False,False,False,False,False,,,Riboflavin metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YLL053C,1,1,2,False,False,False,False,False,False,False,False,,,"Transport [c, ce]",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.03874999691507554,1,0.12712499784055287
YPR128C,2,1,8,True,False,False,False,False,False,False,False,,,"Transport [c, p]",0.010416666612413195,0.08888888790123459,0.09999999000000101,0.260833330015336,1,0.2825833310107352
YDR531W,1,1,5,True,False,False,True,True,False,False,False,,,Pantothenate and coa biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YOR231W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YPL273W,1,1,5,False,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YLR138W,1,1,4,False,False,False,False,False,False,False,False,,,"Transport [c, e]",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YDR530C,1,1,5,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YKL120W,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YPL268W,16,1,38,True,False,False,False,True,False,False,False,,,Inositol phosphate metabolism,0.08333333289930556,0.42222221753086425,0.09999999000000101,0.3899999954189818,1,0.3729999967932872
YPR058W,1,1,2,False,False,False,False,False,False,False,False,,,"Transport [c, m]",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.03874999691507554,1,0.12712499784055287
YJL095W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YNL036W,1,1,4,False,False,False,False,False,False,False,False,,,Nitrogen metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YOL086C,9,5,21,False,True,False,False,False,False,False,False,,,Complex alcohol metabolism; Fatty acid ester pathway; Glycolysis / gluconeogenesis; Phenylalanine metabolism; Tyrosine metabolism,0.046874999755859376,0.23333333074074078,0.499999950000005,0.33874998412456747,1,0.3371249888871972
YDR196C,2,1,10,True,False,False,True,True,False,True,True,,0.2587,Pantothenate and coa biosynthesis,0.010416666612413195,0.11111110987654323,0.09999999000000101,0.26749999660792856,2,0.38724999762554996
YJR016C,2,1,5,True,False,False,False,True,False,False,False,,,"Valine, leucine and isoleucine metabolism",0.010416666612413195,0.05555555493827161,0.09999999000000101,0.2508333301264471,1,0.27558333108851296
YDL205C,1,1,4,True,False,False,False,True,False,False,False,,,Porphyrin and chlorophyll metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YMR087W,1,1,4,False,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YNL335W,1,1,3,False,False,False,False,False,False,False,False,,,Alternate carbon metabolism,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.04208333021137183,1,0.12945833114796026
YMR220W,1,1,4,True,False,False,True,True,False,False,False,,,Terpenoid backbone biosynthesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,2,0.3717916644553677
YPL214C,3,1,10,True,False,True,True,False,False,False,False,,,Thiamine metabolism,0.015624999918619792,0.11111110987654323,0.09999999000000101,0.26958332993041123,3,0.48870833095128785
YDR058C,4,1,11,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.02083333322482639,0.12222222086419755,0.09999999000000101,0.27499999654919016,1,0.29249999758443307
YDL095W,1,1,3,False,False,False,False,False,False,False,False,,,N-glycan biosynthesis,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.04208333021137183,1,0.12945833114796026
YGL255W,1,1,4,False,False,False,False,False,False,True,True,,0.363,"Transport [c, e]",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YIL083C,1,1,7,True,False,False,False,True,False,False,False,,,Pantothenate and coa biosynthesis,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YGR267C,1,1,5,True,False,True,False,True,False,False,False,,,Folate biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YOL128C,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YDR428C,1,1,5,True,False,False,False,False,False,False,False,,,Tryptophan metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YHR082C,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YGR155W,1,1,4,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YFL017C,1,1,5,True,False,False,False,True,False,False,False,,,Amino sugar and nucleotide sugar metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YOR393W,1,1,3,False,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.14208333021137184,1,0.19945833114796027
YNL241C,1,1,5,True,True,False,False,False,False,False,False,,,Pentose phosphate pathway,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YJL200C,2,1,5,False,False,False,False,False,False,False,False,,,Lysine metabolism,0.010416666612413195,0.05555555493827161,0.09999999000000101,0.050833330126447064,1,0.13558333108851295
YGL234W,2,1,9,True,False,True,False,False,False,False,False,,,Purine metabolism,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.26416666331163224,2,0.38491666431814253
YNL009W,1,1,5,True,True,False,False,False,False,False,False,,,Citrate cycle (TCA cycle),0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YMR139W,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YGR185C,1,1,6,True,False,False,False,True,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YPL076W,1,1,5,False,False,False,False,True,False,True,True,,0.5421,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YFR055W,2,2,10,False,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism; Sulfur metabolism,0.010416666612413195,0.11111110987654323,0.19999998000000202,0.09749999360792885,1,0.1682499955255502
YML081C-A,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YOR316C,1,1,2,False,False,False,False,False,False,False,False,,,"Transport [m, v]",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.03874999691507554,1,0.12712499784055287
YDR284C,20,1,35,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.10416666612413195,0.38888888456790127,0.09999999000000101,0.38833332882002347,1,0.3718333301740164
YPR011C,1,1,2,False,False,False,False,False,False,False,False,,,"Transport [c, m]",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.03874999691507554,1,0.12712499784055287
Q0085,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YKL094W,4,1,11,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.02083333322482639,0.12222222086419755,0.09999999000000101,0.27499999654919016,1,0.29249999758443307
YGL055W,2,1,9,True,True,False,False,True,False,False,False,,,Biosynthesis of unsaturated fatty acids,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.3641666633116323,1,0.35491666431814256
YIL116W,1,1,4,True,False,False,False,False,False,False,False,,,Histidine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YEL024W,1,1,6,False,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.15208333010026073,1,0.2064583310701825
YNL065W,8,2,16,False,False,False,False,False,False,False,False,,,"Transport [c, e]; Transport [c, m]",0.04166666644965278,0.17777777580246917,0.19999998000000202,0.12999999332060247,1,0.19099999532442172
YDR502C,1,1,6,False,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.05208333010026072,1,0.1364583310701825
YBR038W,1,1,4,False,False,False,False,True,False,False,False,,,Amino sugar and nucleotide sugar metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.045416663507668126,1,0.13179166445536766
YMR246W,12,2,40,False,True,False,False,False,False,False,False,,,Fatty acid biosynthesis; Fatty acid ester pathway,0.06249999967447917,0.4444444395061729,0.19999998000000202,0.3183333257216442,1,0.3228333280051509
YIL124W,8,1,22,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.04166666644965278,0.2444444417283951,0.09999999000000101,0.31999999609838,1,0.32399999726886597
YLL062C,1,1,5,False,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.04874999680396443,1,0.1341249977627751
YLR299W,1,1,4,True,False,False,False,False,False,False,False,,,Glutathione metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YNL154C,0,0,0,False,False,False,True,False,False,False,False,,,,0.0,0.0,0.0,0.0,1,0.09999999999999999
YJL126W,2,1,8,False,False,False,False,False,False,False,False,,,Glutathione metabolism,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.06083333001533596,1,0.14258333101073517
YER175C,2,2,6,True,False,False,False,False,False,False,False,,,C5-branched dibasic acid metabolism; Complex alcohol metabolism,0.010416666612413195,0.06666666592592593,0.19999998000000202,0.2841666604227437,1,0.29891666229592057
YHR020W,1,1,6,True,False,False,False,True,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
